Schwache Schlüssel ohne Blick;Ralph Walter;6;Komödie, Thriller, Drama;3052;99;103;deutsch;Thailand;2015;False
Alicia und der General;Philomena Beladi;0;Komödie, Dokumentation, Zeichentrick;4782;78;74;deutsch;Guam;2017;False
Die Häupter des Sturzes;Pia Schulz;0;Krimi, Drama;1334;39;98;deutsch;Vietnam;2017;False
Grey Person;Melissa Klein;18;Dokumentation;1665;32;61;deutsch;Vietnam;2016;True
Troma's Nightmarish Raven vs 50 Foot Mummy;Flora Bisabi;18;Zeichentrick, Horror;3330;38;74;englisch;Jemen;2015;False
Der verschlagene Herr Hitufereweiner;Sepp Katoda;18;Action, Dokumentation;4316;42;107;deutsch;Elfenbeinküste;2017;False
The Sensation of Snow White;Kata Schmid;16;Drama, Horror;3233;76;111;englisch;Senegal;2016;False
Winde des Schicksals;Hans-Michael Colifo;6;Action, Zeichentrick;3260;55;101;deutsch;Polen;2017;False
Scheele Hochzeiten am Ende des Tages;Victoria Walter;0;Action, Drama;3668;41;90;deutsch;Libyen;2017;False
Breed Attack!;Kathi Wagner;16;Thriller;2754;35;66;englisch;Monaco;2015;False
Seelen des Winters;Anna-Maria Nasibe;0;Thriller;4275;59;120;deutsch;Griechenland;2015;False
Beyond Fascination;Helga Kolofo;16;Science Fiction;1472;29;99;englisch;Polen;2016;False
Gold Blood, Part IV;Vitus Wetebi;16;Zeichentrick, Dokumentation;2929;34;117;englisch;Äthopien;2015;False
The Bloody Bettie Clark;Toralf Klein;16;Drama, Science Fiction, Action;2328;12;83;englisch;Peru;2017;False
My Dad Married Lizzie Borden;Sophia Schmid;16;Drama, Science Fiction, Komödie;4125;21;100;englisch;Portugal;2015;True
Die Männer des Schwarmes;Hendrik Wolf;0;Drama;2645;99;115;deutsch;Mauretanien;2015;True
Der Plan der Wand;Meral Braun;0;Dokumentation;2177;88;99;deutsch;Hong Kong;2016;False
Der modussige Herr Farugate;Leonid Meyer;12;Zeichentrick, Action, Science Fiction;1780;87;77;deutsch;Anguilla;2015;True
Dreaded Robots meets Rock Frankenstein;Heinz-Josef Meier;18;Dokumentation, Horror;4481;75;75;englisch;Vereinigte Arabische Emirate;2015;False
My Dad Married Medusa;Ricarda Lange;16;Drama, Krimi;2702;3;113;englisch;Mikronesien;2017;True
Weintuch;Sophia Walter;16;Action, Science Fiction, Horror;4608;50;109;deutsch;Nepal;2016;True
Seine Schere ohne Söhne;Kordula Maier;16;Science Fiction;1638;46;103;deutsch;Malediven;2017;False
Frozen Silk;Hildegard Nasibe;12;Zeichentrick, Thriller, Komödie;1990;26;109;deutsch;Benin;2016;False
Schloß;Veronica Beladi;16;Action;3097;33;84;deutsch;Tschechien;2015;False
Dentist and Dracula;Cilli Walter;18;Horror;3304;46;117;englisch;Spanien;2016;False
The Bloody Case of Elizabeth Corrupted;Pascal Lange;16;Zeichentrick, Action, Drama;2931;17;90;englisch;Portugal;2016;True
Abdul und die Dramen;Andre Meier;0;Zeichentrick, Komödie, Dokumentation;4544;42;120;deutsch;Turkmenistan;2015;True
Silent Moon;Ulla Walter;12;Komödie, Krimi, Drama;1196;87;89;deutsch;Estland;2015;False
The Bloodthirsty Story of Marie Curie;Isidor Schmid;16;Komödie;4648;12;81;englisch;Philippinen;2015;False
Murderous Invisible Man vs American Jack the Ripper;Elena Bauer;18;Horror;1352;37;82;englisch;Estland;2015;False
Dinosaur Baron;Ingetraud Walter;18;Komödie, Horror;4125;3;88;englisch;Guinea-Bissau;2017;False
Whorehouse of Dracula;Rena Wolf;16;Dokumentation, Science Fiction, Thriller;4526;65;105;englisch;Fidschi;2015;False
Filth Circus;Gero Gidoba;16;Dokumentation;3017;35;93;englisch;Georgien;2017;False
Botschaft am Vormittag;Waltrud Ravadu;16;Horror, Science Fiction, Krimi;4335;84;66;deutsch;Guatemala;2017;False
Die Hörner des Kampfes;Annedore Meyer;0;Action, Drama, Krimi;3691;57;74;deutsch;Italien;2016;False
Der skrupellose Herr Baruhede;Gundel Fotuda;16;Krimi, Drama;1850;96;63;deutsch;Japan;2015;False
Arnold und die Nüsse;Lara Maier;0;Dokumentation, Komödie;4018;86;62;deutsch;Tschad;2015;False
Arm ohne Aufbruch;Hans-Hinrich Walter;18;Zeichentrick, Science Fiction;2277;70;102;deutsch;Guernsey;2015;False
Breed Hunter;Angelina Walter;16;Science Fiction;1715;61;97;englisch;Österreich;2016;True
Die belehrende Frau Neriba;Valeri Bauer;12;Thriller;1574;98;117;deutsch;Österreich;2016;False
The Love of Tom Thumb;Damaris Wagner;16;Science Fiction, Action, Krimi;1016;51;90;englisch;Israel;2017;True
Diebe der weiteren Sorgen;Rena Wagner;12;Science Fiction, Komödie;3335;36;69;deutsch;USA;2016;True
Herzen ohne Mühe;Hans-Herbert Getifu;12;Zeichentrick, Drama, Science Fiction;1942;99;77;deutsch;Dominikanische Republik;2017;False
Captured Time;Nikolas Beladi;16;Horror;1642;35;117;deutsch;Lesotho;2016;False
Ein Arm der Pakte;Rigo Schulz;6;Komödie;1818;71;69;deutsch;Jamaika;2015;False
Maid Marian goes to Jupiter;Leonid Werner;16;Dokumentation, Horror, Science Fiction;1086;80;110;englisch;Senegal;2017;False
Love and Suffering, The Return;Melitta Tiveba;16;Zeichentrick, Action;2289;33;86;englisch;Vereinigte Arabische Emirate;2016;True
King Wonder;Lea Revodi;16;Thriller, Horror;2657;64;74;englisch;Liberia;2015;False
Mad Halloween;Filippo Schmid;18;Horror;3128;50;85;englisch;Elfenbeinküste;2015;True
Die mitleidlose Frau Katuhedemüller;Max Krause;18;Drama;2208;67;108;deutsch;Nordkorea;2016;False
Hilde und der Klops;Athanasios Wolf;0;Komödie;4649;55;62;deutsch;Argentinien;2015;False
Doctor and The Phantom of The Deep;Marlene Wolf;18;Drama, Horror;3987;72;72;englisch;Nigeria;2015;False
Mary Shelly's Blood-Sucking Cat ;German Wagner;18;Thriller, Horror;4630;41;82;englisch;Malaysia;2017;False
Earthquake;Rosalie Becker;16;Zeichentrick, Thriller;2257;16;106;englisch;Guyana;2015;False
Legacy of The Dogs;Hendrik Katoda;16;Thriller;3750;56;87;englisch;Uganda;2016;False
The Bloody Curse of the CIA;Kristin Walter;16;Drama, Komödie;4738;65;60;englisch;Malta;2017;True
Halina und die Brüste;Senta Koch;0;Dokumentation;3136;41;89;deutsch;Bulgarien;2016;False
Die Züge von Hückelhoven;Friedemann Bauer;12;Dokumentation, Science Fiction;4405;60;94;deutsch;Niederlande;2016;False
Naked Ring;Monique Fotuda;6;Horror;2125;29;105;deutsch;Georgien;2016;False
Gore Nun;Willy Getifu;16;Action, Zeichentrick, Thriller;2195;7;87;englisch;Nicaragua;2016;False
The Beauty of Brian Miller;Bertold Wagner;16;Drama, Dokumentation;3994;45;96;englisch;Dschibuti;2016;False
Selfie des Namens;Alina Meyer;18;Dokumentation, Horror, Thriller;3177;73;78;deutsch;Niederlande;2016;False
Die Hähne von Cottbus;Freya Lange;6;Komödie, Zeichentrick, Action;4615;68;80;deutsch;Syrien;2015;False
Beyond Lemuria;Sigurd Meyer;16;Action, Dokumentation, Drama;2385;48;118;englisch;Jordanien;2017;True
Der Koch des Lohnes;Winfried Vitubi;18;Dokumentation, Komödie, Horror;3402;38;96;deutsch;Marshallinseln;2015;True
Ein knapper Pakt zum Schluß;Alois Werner;12;Science Fiction;4283;93;96;deutsch;Vietnam;2015;False
Beast of Plague;Carla Bisabi;16;Dokumentation;3060;25;103;englisch;Mali;2016;False
Benjamin und der Bruder;Nina Lotabu;0;Dokumentation, Zeichentrick, Komödie;1869;52;90;deutsch;Peru;2015;False
The Blood Harvester;Antonio Mayer;16;Zeichentrick;2596;50;108;englisch;Malaysia;2016;True
Unsere Bäche der Sorgen;Gotthard Gidoba;16;Dokumentation, Horror;1241;66;106;deutsch;Aserbaidschan;2015;True
Frische Trümpfe, kombinierte Teufel;Marc Wolf;0;Action, Krimi, Drama;2720;77;116;deutsch;Reunion;2015;False
Erwachen des blauen Brandes;Esther Walter;12;Krimi;2384;94;98;deutsch;Kiribati;2017;False
Teenage Mummy;Patrik Lange;18;Dokumentation, Horror;1844;59;69;englisch;Kanada;2017;False
Grenzen mit Blicken;Egon Huber;6;Krimi, Science Fiction, Drama;2203;69;120;deutsch;Zentralafrikanische Republik;2015;True
Betreute Tochter und ihre Schusslinie;Claas Vitubi;12;Zeichentrick;2114;91;85;deutsch;Montenegro;2015;False
Die Tänze von Diemelstadt;Halina Colifo;12;Komödie, Dokumentation;3563;26;88;deutsch;Moldawien;2016;False
Der Stuhl von Heideck;Kilian Kadedi;18;Komödie, Krimi;1413;95;98;deutsch;Großbritannien;2017;False
Halloween of the Alien Plants;Orhan Kolebi;18;Action, Horror;2316;59;64;englisch;Nicaragua;2016;False
Die Schwüre des Ofens;Ildiko Vitubi;6;Horror, Thriller;3675;40;71;deutsch;Niederlande;2017;False
Missing Window;Caterina König;18;Komödie, Zeichentrick;1566;67;96;deutsch;Antarktis;2016;True
Der religiöse Herr Zudogrodemeiner;Marica Wagner;6;Dokumentation, Thriller;1546;37;80;deutsch;Botsuana;2016;True
Die Brüder des Freundes;Ricarda Maier;12;Zeichentrick;2122;56;66;deutsch;Paraguay;2017;False
American The Phantom of Africa;Rena Meier;18;Action, Horror;3521;72;99;englisch;Tschechien;2015;True
Frohe Jagd ohne Schicksal;Grazyna Schmid;18;Dokumentation;1901;46;114;deutsch;Ungarn;2016;False
Dawn of the Grotesque Thing;Hans Gotubi;18;Horror;4475;36;63;englisch;Somalia;2015;True
Dracula in the Kitchen;Heinz-Josef Lange;18;Horror;4102;34;91;englisch;Syrien;2017;False
Die Fänge von Edenkoben;Annie Bisabi;16;Dokumentation, Komödie, Krimi;3902;68;98;deutsch;Saudi-Arabien;2016;False
Die pompösen Inhalte am Ende des Seins;Rainer Kolebi;16;Thriller, Horror, Action;2781;35;70;deutsch;Georgien;2016;False
Das Drama von Büdingen;Jochen Kudodo;6;Thriller;1261;34;80;deutsch;Syrien;2016;False
Die Goldschätze des Rumpfes;Klaus-Dieter Lange;16;Komödie, Zeichentrick;1078;76;84;deutsch;Uruguay;2015;False
The Labrynth of Jack the Ripper;Bodo Becker;16;Horror, Thriller, Science Fiction;2247;74;100;englisch;Island;2016;False
Die Nähte des Zaunes;Melita Fotuda;12;Thriller, Komödie, Horror;3598;24;73;deutsch;Algerien;2016;True
Stripper and Devil;Mia Folefo;18;Komödie, Horror;2208;78;113;englisch;Italien;2016;False
At Nightfall They Destroy;Philippe Hatifu;18;Science Fiction, Horror;1793;58;67;englisch;Jordanien;2017;False
Beach of the Insanity Nuns;Deborah Meier;16;Drama, Zeichentrick;1632;2;85;englisch;Antarktis;2015;False
Beach Girl and the Plants;Gislinde Walter;18;Horror;1492;41;109;englisch;Simbabwe;2017;False
Der französische Übergang und das Opfer;Lotti Schmid;16;Science Fiction;2525;79;93;deutsch;Bahrain;2015;False
Ghoul in the Cellar;Anto Kadedi;18;Thriller, Horror;2557;77;119;englisch;Algerien;2016;False
Mansion of the Psycho Biker in Space;Hans-Friedrich Meyer;18;Horror;4981;0;71;englisch;Pakistan;2017;False
Pirate and Frankenstein;Semra Riweba;18;Drama, Horror;2958;73;65;englisch;Spanien;2016;False
Kordula und die Wörter;Alexander Bauer;0;Zeichentrick, Dokumentation, Komödie;1907;70;81;deutsch;Portugal;2017;False
the Abominable Gargantuas vs Goblins;Klaus-Dieter Lange;18;Horror;3884;45;118;englisch;Monaco;2017;False
Kamele der fragenden Selfies;Nancy Kotifi;6;Action;2833;27;90;deutsch;Guatemala;2015;False
Die bedeutsamen Skrupel des Ortes;André Kotifi;16;Horror;1881;92;104;deutsch;Benin;2015;False
Bloodsuckers vs Fish Man: Nightmarish Curse;Carlos Meyer;18;Komödie, Horror;4307;72;108;englisch;Japan;2017;False
Mardi Gras of the Deformed Zombies;Volkhard Colifo;18;Horror;4911;47;108;englisch;Estland;2016;False
Die Ringe von Elzach;Fredo Wagner;6;Krimi, Komödie, Drama;2954;34;117;deutsch;China;2016;False
Die Knöpfe von Laatzen;Alma Maier;12;Krimi, Komödie, Horror;3597;23;72;deutsch;Pakistan;2016;False
Hate Bride, The Final Showdown;Michelle Walter;16;Krimi, Science Fiction;3250;74;114;englisch;Mosambik;2015;True
Trommeln;Valeska Lotabu;0;Zeichentrick, Krimi;3237;31;95;deutsch;Oman;2017;True
Frozen Stars;Manuel Hatifu;6;Komödie, Action, Drama;1262;37;98;deutsch;Australien;2015;False
Unliving Mantis vs 50 Foot Maniac;Luzia Hisodi;18;Drama, Horror;2865;25;94;englisch;Guam;2016;False
Bodysnatchers of the Waxworks;Pascal Walter;18;Horror;3848;57;90;englisch;Uganda;2017;False
Breed of Madness;Darko Wewifi;16;Zeichentrick, Action, Dokumentation;4866;11;86;englisch;Indien;2015;False
Die Röcke des Hofes;Lieselotte Meyer;12;Horror;3006;72;114;deutsch;Malta;2016;False
Ernste Momente und das Grauen;Jost Werner;0;Science Fiction, Dokumentation;4101;52;78;deutsch;Malawi;2016;True
Triumph am Nachmittag;Christopher Lange;6;Science Fiction, Action, Zeichentrick;1744;30;89;deutsch;Iran;2016;True
Karrieren auf dem Land;Rosita Wagner;0;Dokumentation, Zeichentrick, Horror;3709;21;91;deutsch;Burundi;2015;True
Lizard's City;Margitta Werner;18;Horror;1276;48;76;englisch;Malta;2017;False
Trembling Wizards;Carla Wagner;6;Science Fiction, Horror, Krimi;3891;88;120;deutsch;Ghana;2015;True
Harmonische Länder;Nikolaus Bauer;18;Komödie, Dokumentation, Horror;3061;83;97;deutsch;Lettland;2017;True
Clownslehrer;Siegfried Bauer;0;Komödie, Zeichentrick;4712;56;115;deutsch;Togo;2017;False
Klaus-Peter und die Stände;Brigitte Braun;0;Dokumentation;2238;65;69;deutsch;Suriname;2017;True
Männer im Schloß;Nina Kudodo;0;Komödie;4016;62;65;deutsch;Argentinien;2015;False
Die Ämter des Wortes;Andrew Viloba;0;Dokumentation;2715;50;62;deutsch;San Marino;2016;False
Die Strümpfe von Sulzbach-Rosenberg;Philippe Meier;18;Krimi, Drama;4768;79;84;deutsch;Honduras;2016;True
The Blind Executioner;Hermine Calebe;16;Komödie;3533;37;89;englisch;Grönland;2017;False
Revenge of the Blood-Sucking Frankenstein ;Dietlind Fuchs;18;Science Fiction, Horror;1285;66;96;englisch;Neuseeland;2016;False
Kein gefälliger Befehl;Pascal Revodi;6;Thriller, Action, Zeichentrick;3841;48;110;deutsch;Bouvetinsel;2015;False
The Molecular Beasts;Berndt Schulz;16;Zeichentrick, Science Fiction, Drama;2425;79;112;englisch;Bulgarien;2015;True
Dead's Attack;Ansgar Hisodi;18;Krimi, Horror;3007;65;69;englisch;Weißrussland;2015;False
Mega Hobgoblins;Flora Bavaba;18;Komödie, Horror;1927;43;85;englisch;Ålandinseln;2017;False
Blamierte Opfer, chinesische Momente;Gerti Maier;18;Krimi, Komödie;4074;93;68;deutsch;Portugal;2015;True
Bremische Züge mit Geschichte;Violetta Wagner;12;Komödie;3336;59;111;deutsch;Bouvetinsel;2017;False
Hans-Friedrich und die Möpse;Leonard Schmid;0;Dokumentation;2012;97;80;deutsch;Ghana;2017;False
Hund mit Wort;Gislinde Vitubi;12;Dokumentation, Action;4921;75;110;deutsch;Oman;2017;False
Menschen mit Müttern;Bettina Siroda;12;Horror, Drama;3285;49;101;deutsch;Katar;2017;False
Day of the Crazy Biker ;Max Nasibe;18;Horror;1724;0;87;englisch;Niger;2017;False
Assignment: Infinity;Christian Betido;16;Action, Komödie;4809;28;74;englisch;Rumänien;2017;True
Die uneigennützige Frau Fidosedehein;Zenon Wewifi;6;Krimi;4426;41;73;deutsch;Neuseeland;2016;False
Linda und der Kuss;Anneliese Wetebi;0;Komödie, Dokumentation;1127;94;76;deutsch;Puerto Rico;2017;False
Der Bass von Marl;Klaus-Dieter Mayer;0;Thriller, Drama, Dokumentation;4197;90;95;deutsch;Gabun;2017;True
The Legend of Linda Miller, Chapter 2;Elenore Wagner;16;Krimi, Komödie;4275;31;84;englisch;Taiwan;2016;True
Hobgoblins vs Freaks: Wicked Invasion;Ilhan Lange;18;Horror;3444;74;115;englisch;Rumänien;2017;False
Die Sucht der Brust;Imre Siroda;16;Science Fiction, Dokumentation, Horror;2742;94;97;deutsch;Guernsey;2017;True
Der gedankenlose Herr Schmitt;Tibor Dodufu;18;Krimi, Science Fiction;1197;100;71;deutsch;Palau;2015;False
Alma und der Chor;Caterina Koch;0;Komödie, Zeichentrick;2200;66;82;deutsch;USA;2017;False
Alfred Hitchcock Presents: At Night They Die;Laurenz Wagner;18;Horror;2195;32;91;englisch;Argentinien;2016;False
Jackal Cop;Adriana Fisafu;18;Horror;4646;61;84;englisch;Belgien;2015;False
The Evil Policewoman;Piotr Becker;16;Science Fiction, Thriller;3307;18;90;englisch;Honduras;2017;False
Demolierter Aufruhr, fragendes Messer;Ursula Wagner;6;Komödie, Science Fiction;2165;52;92;deutsch;Portugal;2017;False
I was a Torturer for the CIA;Alexandra Braun;16;Science Fiction, Dokumentation, Komödie;2255;26;87;englisch;Eritrea;2017;False
The Maze;Eileen Fuwefo;16;Thriller, Zeichentrick, Action;4501;41;83;englisch;Kuba;2015;False
Nerviger Mond, ekliger Mensch;Marten Walter;18;Thriller;3245;99;104;deutsch;Iran;2016;True
Messer in der Mitte;Margitta Walter;0;Krimi;3997;97;86;deutsch;Bulgarien;2016;True
Sepp und die Mächte;Margot Walter;0;Komödie, Zeichentrick, Dokumentation;2256;93;72;deutsch;Haiti;2016;False
Monster of Evil;Gero Wagner;16;Action, Komödie;1948;68;80;englisch;Trinidad und Tobago;2016;False
Jack the Ripper Terror;Silvia Schmid;18;Drama, Horror;4874;31;106;englisch;Aserbaidschan;2017;False
Ghoul Attack!;Hanne Lange;16;Science Fiction, Horror, Komödie;4215;6;108;englisch;Bermuda;2016;False
Wunder der Angst;Amalia Meyer;12;Krimi, Horror;1672;29;81;deutsch;Mikronesien;2017;False
Next Lord;Ante Meyer;18;Thriller;3381;39;76;deutsch;Malawi;2015;False
Die Schnäbel der Titel;Cornelia Lange;18;Dokumentation, Horror;1560;40;91;deutsch;Barbados;2016;False
The Dinosaur-Man Unbound;Damaris Walter;16;Dokumentation, Horror, Drama;3152;10;100;englisch;Malediven;2017;False
Kluges Buch, endloser Koch;Margaret Meier;0;Krimi, Horror, Dokumentation;2007;74;71;deutsch;Taiwan;2017;False
Passion Road;Robby Lange;16;Zeichentrick, Action, Komödie;1485;54;114;englisch;Suriname;2015;False
Twinkling Snake;Athanasios Bisabi;6;Dokumentation, Zeichentrick, Action;3382;65;72;deutsch;Sambia;2017;False
Hunter and the Hobgoblins;Maren Visobi;18;Dokumentation, Horror;2277;29;87;englisch;Namibia;2016;False
Eine Unruhe;Riza Schmid;6;Drama;3248;29;120;deutsch;Niue;2017;True
Sofortige Krämpfe mit Blitz;Theo Mayer;0;Dokumentation, Action;2309;36;74;deutsch;Mauritius;2017;False
Meteor;Ernst-Dieter Getifu;16;Komödie;2814;41;70;englisch;Uruguay;2017;False
King Holiness;Fridolin Werner;16;Komödie;2554;8;116;englisch;Niederlande;2015;False
The Luscious Bee-Men of the SS;Riza Betido;16;Horror, Komödie, Dokumentation;2676;12;101;englisch;Guinea;2017;True
Disharmonischer Fluss am Strand;Grazyna Koch;16;Drama, Krimi, Komödie;4655;78;63;deutsch;Bangladesch;2017;False
Durstige Küsse auf dem Friedhof;Heike Lotabu;18;Krimi;3091;47;94;deutsch;Vanuatu;2017;False
Doctor Pestilence;Karl-Peter Werner;16;Dokumentation, Science Fiction;2757;0;90;englisch;Indonesien;2016;False
Curse of the Awful Demon ;Recep König;18;Horror;1534;43;68;englisch;Bhutan;2017;False
Claw of Vengeance;Romuald Walter;16;Science Fiction, Dokumentation;1985;28;71;englisch;Frankreich;2017;True
Legacy of The Chromatic Robots;Hansjörg Riweba;16;Zeichentrick, Komödie;2088;51;88;englisch;Turkmenistan;2017;False
Die Freundin der Lehrer;Nico Walter;0;Action;3416;50;101;deutsch;Finnland;2017;False
Love Garden;Sigrid Wagner;16;Drama, Science Fiction;4030;79;79;englisch;Namibia;2017;False
Wörter zum Schluß;Olaf Maier;12;Science Fiction, Action;4238;68;65;deutsch;Vietnam;2015;False
Party of Holiness;Klaus-Werner Becker;16;Drama, Komödie;3671;50;68;englisch;Katar;2016;False
The Impossible Elephant-Man, The Final Chapter;Josefine Walter;16;Thriller, Action, Krimi;1664;17;99;englisch;Kroatien;2015;True
Kiss of Chaos;Erhardt Walter;16;Action, Thriller, Komödie;1278;3;86;englisch;Indien;2015;False
Evil Adventure to Lemuria;Mahmoud Riweba;16;Thriller, Science Fiction;4119;54;90;englisch;Guernsey;2016;False
The Diabolical Cybernetic Women;Adele Schmid;16;Komödie, Dokumentation, Krimi;1844;24;100;englisch;Dschibuti;2017;False
Die Güter des Ladens;Christopher Meyer;0;Drama, Komödie;2661;47;100;deutsch;Philippinen;2016;False
Forgotten Dreams;Gotthilf Meyer;18;Krimi;3587;40;96;deutsch;Gibraltar;2017;False
Hemden des Franzosen;Christof Meier;0;Krimi, Dokumentation;2151;75;119;deutsch;Norwegen;2017;False
The Toronto Damnation;Justina Betido;16;Thriller;4703;41;104;englisch;Somalia;2016;False
American Centipede vs Grotesque Igor;Randolf Meyer;18;Zeichentrick, Horror;4767;12;116;englisch;Ungarn;2015;False
Keine nachhaltigen Schlösser und das Herz;Ivana Koch;12;Horror, Zeichentrick, Thriller;1821;50;69;deutsch;Botsuana;2015;False
At Halloween They Die;Gesine Schulz;18;Zeichentrick, Horror;3607;38;113;englisch;Lesotho;2016;True
Halloween of Revenge;Sigrid Wagner;16;Drama;4606;39;77;englisch;Mikronesien;2017;False
I was a teenaged Annie Oakley;Louis Wagner;16;Drama;3745;28;106;englisch;Ruanda;2015;False
Kompass der Planeten;Gerold Maier;0;Zeichentrick, Krimi;2663;59;72;deutsch;Belgien;2016;False
Suffering Reavers;Annekatrin Colobu;16;Science Fiction;1840;62;110;englisch;Nigeria;2017;False
Die effiziente Frau Huvovade;Jörn Walter;12;Dokumentation;3992;90;105;deutsch;Ukraine;2017;False
The Moscow Death;Traude Bauer;16;Dokumentation, Komödie;3313;36;118;englisch;Guam;2016;False
Biegende Strände, dünne Pferde;Hansjoachim Maier;0;Krimi;4851;47;79;deutsch;Kuwait;2016;False
Der Knauf des Hofes;Heinz-Gerd Kudodo;18;Action, Krimi, Drama;2747;91;90;deutsch;Belgien;2017;False
Schandstrahl;Gundi Meier;18;Drama;1684;78;87;deutsch;Tunesien;2016;False
Unterschiedlicher Mensch ohne Nebensache;Cemil Wewifi;18;Dokumentation, Thriller, Action;2671;67;65;deutsch;Brunei;2015;False
Ein Wasser der Bestechungen;Mohammad Mayer;12;Krimi, Zeichentrick;2342;80;60;deutsch;Tansania;2016;False
Messer der plumpen Seelen;Valentine Werner;18;Krimi;1558;67;104;deutsch;Estland;2017;False
Frozen Boyfriend;Jeanette König;6;Dokumentation;4631;52;60;deutsch;Guadeloupe;2015;False
Frozen Flames;Bodo Wagner;18;Komödie;1827;48;79;deutsch;Liechtenstein;2015;True
Attack of the Space Ghouls ;Theo Meier;18;Horror;3312;7;82;englisch;Japan;2017;False
Kein Wunder der albernen Leidenschaft;Erhardt Mayer;12;Komödie, Horror;4886;26;106;deutsch;Gambia;2015;False
Cop and the Bodysnatchers;Marie-Louise Bauer;18;Krimi, Horror;1691;47;100;englisch;Uganda;2015;False
Kordula und der Bruch;Hanne Becker;0;Zeichentrick, Dokumentation;2104;49;78;deutsch;Reunion;2017;True
Die Schnäbel von Berching;Rouven Colobu;16;Zeichentrick, Science Fiction;3925;62;61;deutsch;Swasiland;2015;False
Ein halber Roman;Dietlind Schulz;12;Krimi;1362;64;100;deutsch;Republik Kongo;2016;False
Carnival of the 50 Foot Monsters;Mina Lange;18;Horror;3495;2;75;englisch;Papua-Neuguinea;2015;True
Die Kritik der neusten Krone;Ernestine Meyer;18;Action, Drama;2043;80;63;deutsch;Bolivien;2016;True
Desorientiertes Leid und der Charakter;Marleen Schmid;12;Horror;3761;22;88;deutsch;Guadeloupe;2015;False
Dawn of the Zombie Hunter ;Brunhilde Schmid;18;Action, Horror;2692;73;69;englisch;Weißrussland;2015;False
Halber Zeuge, flämische Unberührbare;Michelle Fuchs;0;Drama, Dokumentation;1812;85;88;deutsch;Papua-Neuguinea;2016;True
Der routineorientierte Herr Balube;Filippo Fuchs;0;Dokumentation, Thriller;4540;56;76;deutsch;Komoren;2017;False
Der Löwe des Flohes;Rainer Badada;12;Science Fiction, Zeichentrick;1663;60;70;deutsch;Serbien;2016;False
Computer der frierenden Kerzen;Giuseppe Meier;12;Zeichentrick, Drama;4409;45;110;deutsch;Ålandinseln;2016;False
"The Bloodthirsty	Inhuman Women, New Blood";Zlatko Walter;16;Thriller;3272;38;70;englisch;Senegal;2017;False
Hans-Ludwig und die Häfen;Meral Becker;0;Zeichentrick;3112;82;62;deutsch;Dschibuti;2015;True
Cannibals Attack;Pamela König;18;Dokumentation, Horror;1924;21;74;englisch;Haiti;2017;False
Der Wolf des Flusses;Diethard Walter;16;Drama;3268;27;74;deutsch;Mazedonien;2017;False
Die Nägel von Müncheberg;Reginald Lotabu;0;Dokumentation, Krimi, Horror;4253;72;93;deutsch;Israel;2017;False
The Paris Plague;Jo Maier;16;Krimi;2300;13;119;englisch;Japan;2015;False
Day of the Cannibal Cheerleader ;Tamara Werner;18;Science Fiction, Horror;3268;31;93;englisch;Südkorea;2016;False
Cold Husband;Leonie Kotifi;6;Dokumentation;1233;70;115;deutsch;Haiti;2015;False
Der Hafen von Würselen;Ignaz Kadedi;6;Dokumentation, Zeichentrick;4845;58;76;deutsch;Benin;2017;False
Ingolf und der Strauch;Benjamin Watifo;0;Dokumentation;1022;98;106;deutsch;Malediven;2017;False
Die Gewänder des Kleides;Grzegorz Schulz;16;Horror;1973;61;98;deutsch;Zypern;2015;False
Lahme Seiten, ermordete Geschmäcke;Magdalene Walter;6;Zeichentrick, Thriller;1839;51;66;deutsch;Sambia;2015;False
Evil Shark;Sepp Mayer;18;Thriller, Horror;3986;46;93;englisch;Puerto Rico;2015;False
Offspring of The Forbidden Leeches;Marlene Nasibe;16;Thriller, Krimi, Horror;4096;19;82;englisch;Syrien;2015;False
Schicksale;Maxim Getifu;12;Krimi;4466;92;78;deutsch;Belgien;2017;False
Der Mund des Kauzes;Marie Wovedu;16;Thriller, Zeichentrick, Science Fiction;3995;99;115;deutsch;Dominica;2016;False
Lizard vs Dr. Jekyll and Mr. Hyde: Mega Return;Christel Becker;18;Action, Horror;2260;36;69;englisch;Russland;2017;False
Bizarre Frankenstein;Siegmar Neriba;18;Action, Horror;1949;59;67;englisch;Taiwan;2017;False
Willing Destiny;Veronica Walter;18;Komödie;4465;80;115;deutsch;Martinique;2015;False
Sand;Maxim Balube;16;Science Fiction, Dokumentation, Horror;3863;83;70;deutsch;Komoren;2016;False
Ein Ort mit Pakt;Nancy Lange;18;Drama, Krimi;1929;48;67;deutsch;Kroatien;2016;True
I Married Caligula;Rouven Riweba;16;Science Fiction;4904;71;89;englisch;Venezuela;2017;False
The Octopus-Person in London;Therese Maier;16;Science Fiction, Komödie;3886;68;88;englisch;Spanien;2016;False
Die frohe Frau Meyer;Nikolaus Mayer;6;Dokumentation;1226;22;99;deutsch;Tschad;2015;False
Eure desaströse Leidenschaft des Friedens;Toralf Wewifi;16;Zeichentrick;3559;32;97;deutsch;Argentinien;2017;False
At Twilight They Kill in Space;Joseph König;18;Horror;4828;79;78;englisch;Libanon;2017;False
Beyond Avalon;Dunja Wolf;16;Zeichentrick, Krimi;2618;17;62;englisch;Litauen;2017;True
